Last,508,20190418 10:12:39,289.92,100,DRCTEDGE,,False,False
Last,508,20190418 10:12:46,289.91,100,EDGEA,,False,False
Last,508,20190418 10:12:48,289.92,133,BYX,,False,False
Last,508,20190418 10:12:48,289.92,133,BYX,,False,False
Last,508,20190418 10:12:48,289.92,133,BYX,,False,False
Last,508,20190418 10:13:03,289.93,100,BYX,,False,False
Last,508,20190418 10:13:03,289.93,100,BATS,,False,False
Last,508,20190418 10:13:03,289.93,100,BATS,,False,False
Last,508,20190418 10:13:03,289.93,100,BATS,,False,False
Last,508,20190418 10:13:17,289.92,1500,BYX,,False,False
Last,508,20190418 10:13:17,289.92,200,BYX,,False,False
Last,508,20190418 10:13:17,289.92,100,BYX,,False,False
Last,508,20190418 10:13:17,289.92,100,EDGEA,,False,False
Last,508,20190418 10:13:17,289.92,200,EDGEA,,False,False
Last,508,20190418 10:13:17,289.92,100,EDGEA,,False,False
Last,508,20190418 10:13:17,289.92,100,BATS,,False,False
Last,508,20190418 10:13:17,289.92,100,BATS,,False,False
Last,508,20190418 10:13:17,289.92,300,BATS,,False,False
Last,508,20190418 10:13:17,289.92,900,BATS,,False,False
Last,508,20190418 10:13:17,289.92,100,BATS,,False,False
Last,508,20190418 10:13:17,289.92,908,BATS,,False,False
Last,508,20190418 10:13:19,289.92,200,DRCTEDGE,,False,False
Last,508,20190418 10:13:30,289.93,100,DRCTEDGE,,False,False
Last,508,20190418 10:13:35,289.93,100,DRCTEDGE,,False,False
Last,508,20190418 10:13:41,289.93,100,DRCTEDGE,,False,False
Last,508,20190418 10:13:46,289.93,100,DRCTEDGE,,False,False
Last,508,20190418 10:13:52,289.93,100,DRCTEDGE,,False,False
Last,508,20190418 10:13:58,289.93,100,DRCTEDGE,,False,False
Last,508,20190418 10:13:59,289.93,100,DRCTEDGE,,False,False
Last,508,20190418 10:14:03,289.93,100,DRCTEDGE,,False,False
Last,508,20190418 10:14:03,289.93,100,BATS,,False,False
Last,508,20190418 10:14:03,289.93,100,BATS,,False,False
Last,508,20190418 10:14:08,289.92,186,EDGEA,,False,False
Last,508,20190418 10:14:09,289.93,100,DRCTEDGE,,False,False
Last,508,20190418 10:14:13,289.92,100,EDGEA,,False,False
Last,508,20190418 10:14:15,289.93,100,DRCTEDGE,,False,False
Last,508,20190418 10:14:20,289.93,100,DRCTEDGE,,False,False
Last,508,20190418 10:14:23,289.93,100,BATS,,False,False
Last,508,20190418 10:14:23,289.93,100,BATS,,False,False
Last,508,20190418 10:14:27,289.94,100,EDGEA,,False,False
Last,508,20190418 10:14:36,289.93,1900,BATS,,False,False
Last,508,20190418 10:14:36,289.93,100,BATS,,False,False
Last,508,20190418 10:14:36,289.93,100,BATS,,False,False
Last,508,20190418 10:14:36,289.93,100,DRCTEDGE,,False,False
Last,508,20190418 10:14:36,289.92,100,BYX,,False,False
Last,508,20190418 10:14:42,289.92,300,BYX,,False,False
Last,508,20190418 10:14:52,289.92,100,BYX,,False,False
Last,508,20190418 10:15:01,289.93,500,BYX,,False,False
Last,508,20190418 10:15:01,289.93,500,BYX,,False,False
Last,508,20190418 10:15:01,289.93,500,EDGEA,,False,False
Last,508,20190418 10:15:01,289.93,500,EDGEA,,False,False
Last,508,20190418 10:15:02,289.93,500,BYX,,False,False
Last,508,20190418 10:15:02,289.93,500,BYX,,False,False
Last,508,20190418 10:15:02,289.93,100,BATS,,False,False
Last,508,20190418 10:15:02,289.93,200,DRCTEDGE,,False,False
Last,508,20190418 10:15:02,289.93,500,DRCTEDGE,,False,False
Last,508,20190418 10:15:02,289.93,500,DRCTEDGE,,False,False
Last,508,20190418 10:15:02,289.93,100,DRCTEDGE,,False,False
Last,508,20190418 10:15:02,289.93,100,DRCTEDGE,,False,False
Last,508,20190418 10:15:02,289.93,600,DRCTEDGE,,False,False
Last,508,20190418 10:15:02,289.93,500,EDGEA,,False,False
Last,508,20190418 10:15:02,289.93,500,EDGEA,,False,False
Last,508,20190418 10:15:02,289.93,500,BATS,,False,False
Last,508,20190418 10:15:02,289.93,100,BATS,,False,False
Last,508,20190418 10:15:02,289.93,500,BATS,,False,False
Last,508,20190418 10:15:02,289.93,200,EDGEA,,False,False
Last,508,20190418 10:15:03,289.93,302,BYX,,False,False
Last,508,20190418 10:15:03,289.93,100,BATS,,False,False
Last,508,20190418 10:15:03,289.93,100,BYX,,False,False
Last,508,20190418 10:15:03,289.93,100,BYX,,False,False
Last,508,20190418 10:15:03,289.93,451,BYX,,False,False
Last,508,20190418 10:15:03,289.93,595,BYX,,False,False
Last,508,20190418 10:15:03,289.93,122,BYX,,False,False
Last,508,20190418 10:15:03,289.93,122,BYX,,False,False
Last,508,20190418 10:15:04,289.93,100,BATS,,False,False
Last,508,20190418 10:15:04,289.93,100,BATS,,False,False
Last,508,20190418 10:15:04,289.93,200,DRCTEDGE,,False,False
Last,508,20190418 10:15:05,289.93,100,BATS,,False,False
Last,508,20190418 10:15:05,289.92,100,BYX,,False,False
Last,508,20190418 10:15:08,289.93,100,EDGEA,,False,False
Last,508,20190418 10:15:19,289.94,100,BYX,,False,False
Last,508,20190418 10:15:19,289.94,100,BYX,,False,False
Last,508,20190418 10:15:19,289.94,499,EDGEA,,False,False
Last,508,20190418 10:15:19,289.94,100,BYX,,False,False
Last,508,20190418 10:15:20,289.93,100,BYX,,False,False
Last,508,20190418 10:15:25,289.93,300,BYX,,False,False
Last,508,20190418 10:15:26,289.93,931,BYX,,False,False
Last,508,20190418 10:15:27,289.93,100,BYX,,False,False
Last,508,20190418 10:15:28,289.93,100,EDGEA,,False,False
Last,508,20190418 10:15:28,289.94,200,DRCTEDGE,,False,False
Last,508,20190418 10:15:28,289.94,100,DRCTEDGE,,False,False
Last,508,20190418 10:15:28,289.94,1000,DRCTEDGE,,False,False
Last,508,20190418 10:15:28,289.94,100,DRCTEDGE,,False,False
Last,508,20190418 10:15:28,289.94,1500,DRCTEDGE,,False,False
Last,508,20190418 10:15:28,289.94,500,DRCTEDGE,,False,False
